SKU_CD,BRAND_NM,CAT_NM,WK_START_DT,WK_NUM,YR_NUM,CHNL_CD,REG_NM,PLNT_CD,ACTV_SELL_QTY_WK,HIST_AVG_QTY_4WK,UNCNSTND_FCST_QTY_WK,ADJSTD_DMND_QTY_WK,ADJSTD_DMND_QTY_WK4_FCST,ADJSTD_DMND_QTY_WK8_FCST,ADJSTD_DMND_QTY_WK13_FCST,BIAS_PCT,MAPE_PCT,PRMO_FLG,NEW_ITM_FLG,PREV_YR_ACTV_QTY_WK,YOY_DELTA_PCT
RF01001,ZingEnergy,Carbonated Soft Drinks,2026-03-13,11,2026,ECOMM,MIDWEST,PLNT_CHI,13878,15251,12814,13032,11529,12215,16343,-0.0694,0.0643,Y,N,11962,0.2115
RF01001,ZingEnergy,Carbonated Soft Drinks,2026-03-20,12,2026,ECOMM,NORTHEAST,PLNT_CHI,11372,11392,11769,12049,12676,13892,12983,0.1551,0.0916,Y,N,11939,0.0001
RF01001,ZingEnergy,Carbonated Soft Drinks,2026-03-27,13,2026,DRUG_STORE,WEST,PLNT_CHI,12533,11160,12421,12693,12110,14018,12539,-0.0534,0.0695,N,N,14212,0.0181
RF01001,ZingEnergy,Carbonated Soft Drinks,2026-04-03,14,2026,DRUG_STORE,WEST,PLNT_CHI,10520,11743,10682,10448,10627,12403,12359,0.1632,0.1304,N,N,12094,-0.0221
RF01001,ZingEnergy,Carbonated Soft Drinks,2026-04-10,15,2026,MASS_MERCH,MIDWEST,PLNT_CHI,11244,12177,12512,12243,12204,12427,14574,0.0075,0.2305,N,N,13180,0.1837
RF01001,ZingEnergy,Carbonated Soft Drinks,2026-04-17,16,2026,MASS_MERCH,NORTHEAST,PLNT_CHI,10876,10547,10838,10384,9998,8905,11721,0.061,0.1028,Y,N,10756,0.098
RF01001,ZingEnergy,Carbonated Soft Drinks,2026-04-24,17,2026,GROCERY,MIDWEST,PLNT_CHI,11902,11813,12542,13051,12216,11443,16291,-0.0978,0.0712,N,N,10101,-0.0396
RF01001,ZingEnergy,Carbonated Soft Drinks,2026-05-01,18,2026,DRUG_STORE,WEST,PLNT_CHI,11319,11652,10364,10712,10919,11356,11298,0.1339,0.1102,Y,N,11638,-0.0576
RF01001,ZingEnergy,Carbonated Soft Drinks,2026-05-08,19,2026,ECOMM,WEST,PLNT_CHI,11518,11582,11404,11921,12927,12074,9069,0.1297,0.1325,N,N,12657,0.0144
RF01002,ZingEnergy,Carbonated Soft Drinks,2025-11-14,46,2025,CONV_STORE,SOUTHEAST,PLNT_ATL,7162,7382,7827,8011,7142,8231,9462,0.1276,0.1673,N,N,7539,0.2259
RF01002,ZingEnergy,Carbonated Soft Drinks,2025-11-21,47,2025,GROCERY,SOUTHEAST,PLNT_ATL,7905,8428,8018,7852,8718,7380,7179,-0.0068,0.0315,N,Y,8369,0.1716
RF01002,ZingEnergy,Carbonated Soft Drinks,2025-11-28,48,2025,CONV_STORE,SOUTHWEST,PLNT_ATL,7780,6935,8277,8089,8989,8917,9902,0.1752,0.0025,N,N,9100,0.2516
RF01002,ZingEnergy,Carbonated Soft Drinks,2025-12-05,49,2025,MASS_MERCH,WEST,PLNT_ATL,7253,7648,6670,6738,6444,5787,6224,0.0026,0.1016,N,N,7090,0.1651
RF01002,ZingEnergy,Carbonated Soft Drinks,2025-12-12,50,2025,CLUB,NORTHEAST,PLNT_ATL,7573,8321,7979,7927,7130,8420,7471,0.062,0.1486,N,N,7898,-0.1318
RF01002,ZingEnergy,Carbonated Soft Drinks,2025-12-19,51,2025,DRUG_STORE,WEST,PLNT_ATL,8587,7695,9399,9273,8238,8144,9165,-0.0009,0.0752,Y,N,8129,0.1342
RF01002,ZingEnergy,Carbonated Soft Drinks,2025-12-26,52,2025,ECOMM,SOUTHWEST,PLNT_ATL,8558,9503,7757,7513,8395,6496,8720,0.0794,0.1081,N,N,10264,-0.0399
RF01002,ZingEnergy,Carbonated Soft Drinks,2026-01-02,1,2026,GROCERY,MIDWEST,PLNT_ATL,8976,8058,8465,8645,9108,9419,9003,0.0611,0.1073,Y,N,9694,0.1381
RF01002,ZingEnergy,Carbonated Soft Drinks,2026-01-09,2,2026,MASS_MERCH,SOUTHWEST,PLNT_ATL,9269,8655,10624,10934,9696,11267,10338,0.0873,0.1451,N,N,8561,-0.1034
RF01002,ZingEnergy,Carbonated Soft Drinks,2026-01-16,3,2026,GROCERY,SOUTHEAST,PLNT_ATL,10023,10084,10948,11301,12801,12025,11170,0.0197,0.0966,N,N,10583,-0.0598
RF01002,ZingEnergy,Carbonated Soft Drinks,2026-01-23,4,2026,GROCERY,WEST,PLNT_ATL,9875,9715,11135,10639,9785,9389,9798,0.2095,0.106,N,N,11241,-0.067
RF01002,ZingEnergy,Carbonated Soft Drinks,2026-01-30,5,2026,ECOMM,NORTHEAST,PLNT_ATL,9409,9523,8762,8589,8680,7593,10728,0.1336,0.1698,N,N,10698,0.185
RF01002,ZingEnergy,Carbonated Soft Drinks,2026-02-06,6,2026,ECOMM,MIDWEST,PLNT_ATL,8593,7620,7831,7941,8332,8825,7709,-0.0382,0.0748,N,N,10162,-0.068
RF01002,ZingEnergy,Carbonated Soft Drinks,2026-02-13,7,2026,GROCERY,SOUTHEAST,PLNT_ATL,8633,9016,8411,8051,8005,8083,6908,0.0355,0.0793,N,N,9878,-0.0245
RF01002,ZingEnergy,Carbonated Soft Drinks,2026-02-20,8,2026,DRUG_STORE,NORTHEAST,PLNT_ATL,9932,9623,10333,10146,9634,9275,8130,0.0135,0.1052,N,N,11383,0.1544
RF01002,ZingEnergy,Carbonated Soft Drinks,2026-02-27,9,2026,DRUG_STORE,WEST,PLNT_ATL,9956,10141,9738,9994,10007,11533,10129,0.0801,0.1706,N,N,10287,0.1043
RF01002,ZingEnergy,Carbonated Soft Drinks,2026-03-06,10,2026,CONV_STORE,WEST,PLNT_ATL,10146,10383,11269,11463,10111,9867,9410,0.0396,0.1148,N,Y,8324,0.154
RF01002,ZingEnergy,Carbonated Soft Drinks,2026-03-13,11,2026,ECOMM,MIDWEST,PLNT_ATL,9282,8811,9250,9204,10074,9727,9883,-0.0088,0.1387,N,N,9496,0.0791
RF01002,ZingEnergy,Carbonated Soft Drinks,2026-03-20,12,2026,GROCERY,SOUTHEAST,PLNT_ATL,9552,9786,9555,9115,9712,10258,9345,0.0534,0.1953,Y,N,8858,0.2443
RF01002,ZingEnergy,Carbonated Soft Drinks,2026-03-27,13,2026,ECOMM,WEST,PLNT_ATL,9158,9911,9601,9608,9678,9933,9624,0.089,0.1735,Y,N,8453,0.0512
RF01002,ZingEnergy,Carbonated Soft Drinks,2026-04-03,14,2026,CLUB,WEST,PLNT_ATL,10573,10901,11093,10832,11158,11851,11473,-0.0764,0.1605,N,N,9083,0.1884
RF01002,ZingEnergy,Carbonated Soft Drinks,2026-04-10,15,2026,CONV_STORE,SOUTHWEST,PLNT_ATL,9607,10640,8910,8481,7797,9179,8205,0.0016,0.1411,N,N,7924,-0.2267
RF01002,ZingEnergy,Carbonated Soft Drinks,2026-04-17,16,2026,CONV_STORE,SOUTHEAST,PLNT_ATL,9845,9431,10490,10516,10510,10753,10931,0.0616,0.0658,N,N,8917,-0.1756
RF01002,ZingEnergy,Carbonated Soft Drinks,2026-04-24,17,2026,CONV_STORE,MIDWEST,PLNT_ATL,8218,7782,8009,8362,8891,9050,8438,0.0399,0.0437,N,N,7520,0.0595
RF01002,ZingEnergy,Carbonated Soft Drinks,2026-05-01,18,2026,MASS_MERCH,MIDWEST,PLNT_ATL,8880,9723,8867,8729,7776,10326,6912,-0.0246,0.1978,N,N,10044,-0.0406
RF01002,ZingEnergy,Carbonated Soft Drinks,2026-05-08,19,2026,MASS_MERCH,SOUTHEAST,PLNT_ATL,9309,8798,8632,8839,7894,10288,7686,0.1219,0.123,N,N,9983,0.0948
RF01003,SweetWave,Carbonated Soft Drinks,2025-11-14,46,2025,DRUG_STORE,SOUTHEAST,PLNT_DAL,2975,2908,3372,3499,3766,3251,3153,-0.0373,0.2157,N,N,3259,0.1146
RF01003,SweetWave,Carbonated Soft Drinks,2025-11-21,47,2025,GROCERY,SOUTHWEST,PLNT_DAL,3587,3949,3603,3724,4040,3317,4271,0.0022,0.1545,Y,N,3734,-0.0313
RF01003,SweetWave,Carbonated Soft Drinks,2025-11-28,48,2025,MASS_MERCH,WEST,PLNT_DAL,3782,3740,4010,4019,4025,3590,3254,-0.0114,0.1547,N,N,4139,0.1534
RF01003,SweetWave,Carbonated Soft Drinks,2025-12-05,49,2025,DRUG_STORE,SOUTHWEST,PLNT_DAL,3698,3926,3490,3614,3664,3082,3992,-0.0802,0.1332,N,N,3344,0.1006
RF01003,SweetWave,Carbonated Soft Drinks,2025-12-12,50,2025,GROCERY,MIDWEST,PLNT_DAL,3686,4087,3595,3675,3858,3980,2877,0.1534,0.1578,N,N,4268,0.1095
RF01003,SweetWave,Carbonated Soft Drinks,2025-12-19,51,2025,ECOMM,SOUTHEAST,PLNT_DAL,3616,3283,4082,3998,3746,3481,3323,-0.0461,0.1188,N,N,3573,-0.1237
RF01003,SweetWave,Carbonated Soft Drinks,2025-12-26,52,2025,GROCERY,WEST,PLNT_DAL,3350,3123,3222,3304,3291,3592,2614,-0.0076,0.1003,N,N,3447,0.0232
RF01003,SweetWave,Carbonated Soft Drinks,2026-01-02,1,2026,ECOMM,SOUTHWEST,PLNT_DAL,3848,3866,3575,3469,3134,3517,4088,0.0777,0.0511,N,N,3790,0.0815
RF01003,SweetWave,Carbonated Soft Drinks,2026-01-09,2,2026,ECOMM,NORTHEAST,PLNT_DAL,3870,3773,4272,4377,3903,4162,3430,-0.1001,0.26,Y,N,3145,0.0297
RF01003,SweetWave,Carbonated Soft Drinks,2026-01-16,3,2026,DRUG_STORE,MIDWEST,PLNT_DAL,3390,3606,3880,3936,4479,3799,4766,0.0942,0.1685,N,N,3443,-0.0244
RF01003,SweetWave,Carbonated Soft Drinks,2026-01-23,4,2026,CLUB,SOUTHEAST,PLNT_DAL,3615,3336,3739,3749,4112,4151,4755,-0.0408,0.027,N,N,3224,0.0841
RF01003,SweetWave,Carbonated Soft Drinks,2026-01-30,5,2026,GROCERY,SOUTHWEST,PLNT_DAL,3603,3333,4031,4138,4303,4865,5053,0.0314,0.1213,N,N,3850,0.0847
RF01003,SweetWave,Carbonated Soft Drinks,2026-02-06,6,2026,GROCERY,SOUTHEAST,PLNT_DAL,3857,3435,3894,3909,3952,3635,4621,-0.0231,0.1139,N,N,3580,-0.0645
RF01003,SweetWave,Carbonated Soft Drinks,2026-02-13,7,2026,GROCERY,WEST,PLNT_DAL,3670,3811,3505,3435,3869,3964,4235,0.0622,0.0755,N,N,4318,-0.0501
RF01003,SweetWave,Carbonated Soft Drinks,2026-02-20,8,2026,DRUG_STORE,SOUTHEAST,PLNT_DAL,3488,3336,3502,3379,3636,3378,4055,-0.1036,0.0905,N,N,3575,0.2187
RF01003,SweetWave,Carbonated Soft Drinks,2026-02-27,9,2026,CLUB,NORTHEAST,PLNT_DAL,3968,3619,3812,3698,4140,4222,2954,-0.0005,0.1138,N,N,4131,-0.037
RF01003,SweetWave,Carbonated Soft Drinks,2026-03-06,10,2026,DRUG_STORE,SOUTHEAST,PLNT_DAL,3738,3972,4041,4064,4495,3846,5109,-0.0168,0.2605,N,N,4484,0.0672
RF01003,SweetWave,Carbonated Soft Drinks,2026-03-13,11,2026,ECOMM,MIDWEST,PLNT_DAL,3407,3492,3240,3374,3649,3254,3484,0.0279,0.0904,N,N,2859,0.1123
RF01003,SweetWave,Carbonated Soft Drinks,2026-03-20,12,2026,DRUG_STORE,NORTHEAST,PLNT_DAL,3815,4126,4305,4249,4360,3841,3515,0.0095,0.1105,N,N,3284,0.3197
RF01003,SweetWave,Carbonated Soft Drinks,2026-03-27,13,2026,CLUB,MIDWEST,PLNT_DAL,3378,3648,3461,3514,3327,3978,4435,0.0886,0.0762,Y,N,2931,-0.0683
RF01003,SweetWave,Carbonated Soft Drinks,2026-04-03,14,2026,GROCERY,WEST,PLNT_DAL,3386,3724,3506,3555,3159,4058,4447,-0.071,0.0699,N,N,3022,-0.1377
RF01003,SweetWave,Carbonated Soft Drinks,2026-04-10,15,2026,CLUB,WEST,PLNT_DAL,3372,3376,3349,3388,3785,3626,2569,0.0095,0.0595,Y,N,3420,0.0152
RF01003,SweetWave,Carbonated Soft Drinks,2026-04-17,16,2026,MASS_MERCH,NORTHEAST,PLNT_DAL,3254,3408,3278,3422,3828,3487,3003,0.112,0.0866,N,N,2706,-0.0226
RF01003,SweetWave,Carbonated Soft Drinks,2026-04-24,17,2026,GROCERY,NORTHEAST,PLNT_DAL,3519,3302,3780,3704,3349,3571,3863,-0.0024,0.1278,Y,N,3425,0.0457
RF01003,SweetWave,Carbonated Soft Drinks,2026-05-01,18,2026,GROCERY,SOUTHEAST,PLNT_DAL,3260,3540,3011,3019,2822,3471,3684,-0.0809,0.1017,Y,N,3780,0.0457
RF01003,SweetWave,Carbonated Soft Drinks,2026-05-08,19,2026,ECOMM,SOUTHEAST,PLNT_DAL,3069,3384,3003,3141,3378,3426,3018,0.012,0.1516,Y,N,2932,0.0732
RF01004,CrunchBite,Carbonated Soft Drinks,2025-11-14,46,2025,CONV_STORE,NORTHEAST,PLNT_DAL,11119,12422,12020,12020,10882,10916,9499,-0.0239,0.0547,N,N,10346,-0.0616
RF01004,CrunchBite,Carbonated Soft Drinks,2025-11-21,47,2025,DRUG_STORE,SOUTHWEST,PLNT_DAL,10386,10262,9939,9991,9274,10416,9505,-0.0845,0.127,Y,N,9422,-0.0594
RF01004,CrunchBite,Carbonated Soft Drinks,2025-11-28,48,2025,GROCERY,NORTHEAST,PLNT_DAL,10479,9609,10451,10305,11594,10191,11886,0.1159,0.1405,N,N,10531,0.0707
RF01004,CrunchBite,Carbonated Soft Drinks,2025-12-05,49,2025,DRUG_STORE,NORTHEAST,PLNT_DAL,11906,12060,12492,12847,12280,12427,10211,0.041,0.2259,N,N,10332,-0.1116
RF01004,CrunchBite,Carbonated Soft Drinks,2025-12-12,50,2025,DRUG_STORE,MIDWEST,PLNT_DAL,11498,10949,11765,11251,11132,11296,8896,0.0498,0.1195,N,N,10097,0.1303
RF01004,CrunchBite,Carbonated Soft Drinks,2025-12-19,51,2025,CONV_STORE,SOUTHWEST,PLNT_DAL,12480,13824,12268,12415,12005,14027,14966,0.0625,0.152,N,N,10986,0.0295
RF01004,CrunchBite,Carbonated Soft Drinks,2025-12-26,52,2025,DRUG_STORE,WEST,PLNT_DAL,11327,12601,11019,11233,12168,10602,10093,0.2102,0.1328,N,N,13580,-0.0715
RF01004,CrunchBite,Carbonated Soft Drinks,2026-01-02,1,2026,MASS_MERCH,SOUTHWEST,PLNT_DAL,12805,11351,13852,14465,15729,16430,11378,0.1436,0.1816,N,N,11795,-0.1346
RF01004,CrunchBite,Carbonated Soft Drinks,2026-01-09,2,2026,ECOMM,SOUTHWEST,PLNT_DAL,12351,12123,12279,12216,12599,12497,15141,0.0663,0.1627,Y,N,13347,-0.0513
RF01004,CrunchBite,Carbonated Soft Drinks,2026-01-16,3,2026,CLUB,MIDWEST,PLNT_DAL,12853,14131,11919,11618,10726,12231,12181,-0.0793,0.067,N,N,14375,-0.0968
RF01004,CrunchBite,Carbonated Soft Drinks,2026-01-23,4,2026,CLUB,WEST,PLNT_DAL,12815,11959,13926,14006,13130,13476,13941,0.0425,0.0806,Y,N,12726,-0.1261
RF01004,CrunchBite,Carbonated Soft Drinks,2026-01-30,5,2026,CONV_STORE,MIDWEST,PLNT_DAL,12109,10905,13414,13722,13299,15341,14081,0.1928,0.1043,N,N,10012,0.0843
RF01004,CrunchBite,Carbonated Soft Drinks,2026-02-06,6,2026,MASS_MERCH,SOUTHEAST,PLNT_DAL,13807,12224,13610,13078,13263,13466,12102,0.0549,0.0602,N,N,12074,0.0996
RF01004,CrunchBite,Carbonated Soft Drinks,2026-02-13,7,2026,DRUG_STORE,SOUTHWEST,PLNT_DAL,12230,12926,13707,13637,12016,12295,12239,-0.047,0.0894,N,N,12410,-0.165
RF01004,CrunchBite,Carbonated Soft Drinks,2026-02-20,8,2026,CLUB,MIDWEST,PLNT_DAL,12314,11173,13147,13133,13595,13819,13935,0.0596,0.0531,N,N,13328,0.2294
RF01004,CrunchBite,Carbonated Soft Drinks,2026-02-27,9,2026,CONV_STORE,NORTHEAST,PLNT_DAL,12317,11089,11497,11057,10256,11980,11286,0.1256,0.0915,N,N,12984,0.0721
RF01004,CrunchBite,Carbonated Soft Drinks,2026-03-06,10,2026,MASS_MERCH,SOUTHEAST,PLNT_DAL,12199,13662,12671,12657,12173,12547,9852,-0.088,0.1147,Y,N,14462,0.0529
RF01004,CrunchBite,Carbonated Soft Drinks,2026-03-13,11,2026,DRUG_STORE,SOUTHEAST,PLNT_DAL,11619,12134,11664,12060,10872,10030,13909,0.0168,0.1074,N,N,11420,0.1329
RF01004,CrunchBite,Carbonated Soft Drinks,2026-03-20,12,2026,ECOMM,MIDWEST,PLNT_DAL,12376,12523,11488,11044,11275,12232,12731,-0.1162,0.0807,N,N,13136,0.0703
RF01004,CrunchBite,Carbonated Soft Drinks,2026-03-27,13,2026,GROCERY,SOUTHWEST,PLNT_DAL,12361,10973,11937,12369,13667,10694,14599,0.1831,0.1445,N,N,12906,0.2301
RF01004,CrunchBite,Carbonated Soft Drinks,2026-04-03,14,2026,ECOMM,MIDWEST,PLNT_DAL,11257,12026,12420,12799,13034,13398,10741,0.0683,0.1695,N,N,11321,0.0269
RF01004,CrunchBite,Carbonated Soft Drinks,2026-04-10,15,2026,GROCERY,MIDWEST,PLNT_DAL,13236,12078,14394,14266,15770,12385,17247,-0.0663,0.1202,N,N,14169,0.2292
RF01004,CrunchBite,Carbonated Soft Drinks,2026-04-17,16,2026,CLUB,NORTHEAST,PLNT_DAL,10931,10324,10969,10916,10749,12061,12206,0.0269,0.1674,N,N,12544,-0.0521
RF01004,CrunchBite,Carbonated Soft Drinks,2026-04-24,17,2026,GROCERY,WEST,PLNT_DAL,11984,13341,12687,12937,12722,15367,15358,-0.009,0.067,N,N,10213,0.0435
